"artist","title","sales_price","sales_price_log","estimate_range","created","auction_location","surface","artist_seal","inscribed","signed","dated","titled","stamped","auction_year","auction_month","auction_weekday","canvas","oil","acrylic","board","paper","lacquer","masonite","panel","ink","wood"
"Sophie Chang","A. BLESSING; B. UNTITLED (2)",480380,13.082332736348,64050,NA,"0",NA,"0","0","1","1","0","0",2019,10,"Saturday",1,1,0,0,0,0,0,0,0,0
"Teh-Chun Chu","NO. 248",1282920,14.0646492877955,217770,"1967","0",7200,"0","0","1","1","0","0",2019,10,"Saturday",1,1,0,0,0,0,0,0,0,0
"Adrien Jean Le Mayeur de Merpres","WOMEN ON THE TERRACE",1405900,14.156188225068,256200,NA,"0",9945,"0","0","1","0","0","0",2019,10,"Saturday",1,1,0,0,0,0,0,0,0,0
"Adrien Jean Le Mayeur de Merpres","A CONVERSATION IN THE GARDEN",621930,13.3405828251953,256200,NA,"0",12050,"0","0","1","0","0","0",2019,10,"Saturday",1,1,0,0,0,0,0,0,0,0
"Manfong Lee","ROJAK SELLER",352280,12.7721815929194,128100,NA,"0",10980,"0","1","1","0","0","0",2019,10,"Saturday",0,1,0,0,0,0,1,0,0,0
"Kusama Affandi","ARI (AFFANDI, RAKA AND IWAN)",575810,13.2635330241508,128100,"1958","0",19500,"0","0","1","1","0","0",2019,10,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wenxi Chen","CHINESE NEW YEAR PAINTING",208160,12.2460622937463,89670,NA,"0",8000,"0","0","1","0","0","0",2019,10,"Saturday",1,1,0,0,0,0,0,0,0,0
"Soo Pieng Cheong","LONG HOUSE INHABITANTS",256200,12.4537136684448,76860,"1975","0",10535,"0","0","1","1","0","0",2019,10,"Saturday",1,1,0,0,0,0,0,0,0,0
"AY T Joe Christine","THE WORKERS",416330,12.9392334940024,128100,"2010","0",34000,"0","0","1","1","0","0",2019,10,"Saturday",1,1,0,0,0,0,0,0,0,0
"Handiwirman Sahputra","TUTUR KARENA, NELAN",272210,12.5143291062176,140910,"2008","0",29250,"0","0","1","1","0","0",2019,10,"Saturday",1,0,1,0,0,0,0,0,0,0
"Ronald Ventura","SUPER THAN SUPERMAN",668040,13.4121033309656,128100,"2018","0",23256.25,"0","0","1","1","0","0",2019,10,"Saturday",1,1,0,0,0,0,0,0,0,0
"Inyoman Masriadi","SOLAR WIND EFFECT",224180,12.3202045795751,128100,"2018","0",43750,"0","0","1","1","0","0",2019,10,"Saturday",1,0,1,0,0,0,0,0,0,0
"Leonard Tsuguharu Foujita","FEMME ALLONGÉE AUX LILAS",352280,12.7721815929194,51240,"1950","0",582.06,"0","1","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Leonard Tsuguharu Foujita","PORTRAIT OF GASTON PÉRIER",512400,13.1468608490047,192150,"1922","0",7267.5,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Leonard Tsuguharu Foujita","SOUPER DANS UN CABINET PARTICULIER CHEZ MAXIM’S",224180,12.3202045795751,128100,"1952","0",601.12,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Leonard Tsuguharu Foujita","LA BÉCASSIÈRE",44840,10.7108558771861,21780,"1951","0",494,"0","0","1","1","0","0",2019,10,"Sunday",0,1,0,0,0,0,0,1,0,0
"Leonard Tsuguharu Foujita","MAISONS",64050,11.0674193073249,51240,"1964","0",2430,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Yifei Chen","UNTITLED",160130,11.9837412643165,128100,"1980s","0",5769.55,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Walasse Ting","THREE BEAUTIES",72060,11.1852543843021,51240,NA,"0",17109.45,"1","0","0","0","0","0",2019,10,"Sunday",0,0,1,0,1,0,0,0,0,0
"Walasse Ting","I AM HAPPY TO MEET YOU",120090,11.6959967406547,38430,"1975","0",8534.4,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Andre Brasilier","LA ROSE DU SOIR",35230,10.4696532713353,12810,NA,"0",4854,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Andre Brasilier","GRANDE CAMARGUE",152120,11.9324249620422,102480,"2009","0",18557.5,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Tomos","ON THE WAY",19220,9.86370668252428,10250,"1988","0",3000,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Junde Chen","SUMMER",48040,10.7797892761939,12810,"2008","0",4427.43,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Jieyin Wang","QILIAN",30420,10.3228555658133,12810,"1996","0",4453,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Luo Erchun","CHINESE BANYAN TREE",51240,10.8442757560107,21780,"1994-1995","0",4404.4,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Walasse Ting","SO MUCH SUNSHINE",136110,11.8212186613261,89670,"1966-1968","0",25882.5,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Li Zhongsheng","NO. 005",24020,10.086642095634,10250,NA,"0",936,"0","0","0","0","0","0",2019,10,"Sunday",0,1,0,0,1,0,0,0,1,0
"Hans Hartung","T 1971-E47",88070,11.3858872317995,64050,"1971","0",3247.94,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Georges Mathieu","RADO II",92870,11.4389559447701,64050,"1970","0",6716,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Georges Mathieu","RADO III",88070,11.3858872317995,64050,"1970","0",6688.4,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Serge Poliakoff","COMPOSITION ABSTRAITE",112090,11.6270573990151,102480,"1966","0",4380,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Teh-Chun Chu","18 FEVRIER 78",144110,11.8783321758324,115290,"1978","0",3237,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,1,0,0,0,0,0
"Teh-Chun Chu","LE 23. MARS 1979",240190,12.389185555788,128100,"1979","0",2775.5,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Georges Mathieu","HOMMAGE À GRIGNY",224180,12.3202045795751,179340,"1970","0",18895.6,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Teh-Chun Chu","COMPOSITION NO. 570",320250,12.676857219759,256200,"1974","0",6716,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Teh-Chun Chu","SANS TITRE",416330,12.9392334940024,256200,"1986","0",4256,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,1,0,0,0,0,0
"Kan Ho","SENZA TITOLO",7690,8.94767606249969,3080,"1973","0",1200,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Kan Ho","SENZA TITOLO",12010,9.39349491507403,5130,"1995","0",3000,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Kan Ho","SENZA TITOLO",51240,10.8442757560107,12810,"1966","0",8000,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Kan Ho","SENZA TITOLO",32030,10.3744282426032,12810,"1970","0",8000,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Orazio Bacci","A. ONDE LUCE NO. 110 B. ONDE LUCE NO. 116 (2)",3202,8.07153089355666,2558,"1985","0",NA,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Orazio Bacci","DMS 321",5600,8.63052187672324,3336,"1966","0",10800,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Kan Ho","SENZA TITOLO",11210,9.32456151606621,3847,"1995","0",1500,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Kan Ho","SENZA TITOLO",22420,10.0177086966262,10250,"1974-75","0",6400,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"David Diao","BERLIN CHAIR UNASSEMBLED 1",32030,10.3744282426032,19210,"2018","0",11224,"0","0","1","0","1","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Che Chuang","SPRING AWAKENING",24020,10.086642095634,19210,"1969","0",10649.38,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Lei Li","SHANGHAI FLOWER NO.73",35230,10.4696532713353,25620,"2010","0",15000,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Che Chuang","HARMONY (diptych)",136110,11.8212186613261,44830,"1983","0",NA,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Yan Hsia","A SUNDAY AFTERNOON ON ILE DE LA GRANDE JATTE",56040,10.9338210004509,25620,"1999","0",12480,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Fu-sheng Ku","FALLEN",16010,9.68096880599076,5130,"1964","0",12954,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Walasse Ting","SIX BEAUTIES",16010,9.68096880599076,7680,NA,"0",1794.5,"1","0","0","0","0","0",2019,10,"Sunday",1,0,1,0,1,0,0,0,1,0
"Po Yong Huang","POSSIBILITÀ DI RITORNO",1281,7.15539630189673,513,"1964","0",2432.5,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Chin Hsiao","PINTURA - Y",44840,10.7108558771861,12810,"1959","0",9750,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Guangyi Wang","MAGRITTE (FROM THE GREAT CRITICISM SERIES)",96080,11.4729364567539,25620,"2005","0",39600.75,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Shan Li","RED YOUNG MAO",32030,10.3744282426032,12810,"1995","0",14310,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,1,0
"Guangyi Wang","VISA ON RED BACKGROUND",88070,11.3858872317995,25620,"1995","0",22500,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Zhigang Tang","CHILDREN MEETING NO. 9",51240,10.8442757560107,7690,"1999","0",21060,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Xiaogang Zhang","YELLOW BABY NO. 2 (FROM THE BLOODLINE SERIES)",272210,12.5143291062176,25620,"1998","0",12885.25,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Chunya Zhou","GREEN DOG",560440,13.2364774684852,256200,"1998","0",18075,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Fanzhi Zeng","MASK SERIES NO. 16",1329040,14.0999674350604,256200,"1997","0",19500,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Liu Ye","SMOKE",6684510,15.7153034674024,1281000,"2001-02","0",63457,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Fang Lijun","1998.1",480380,13.082332736348,128100,"1998","0",60000,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Minjun Yue","CONTEMPORARY TERRACOTTA WARRIORS - 2 (NINE WORKS)",336260,12.7256399492329,25620,"2000","0",NA,"0","0","1","1","0","0",2019,10,"Sunday",0,0,1,0,0,0,0,0,0,0
"Fang Lijun","2001.1.5",240190,12.389185555788,25620,"2001","0",45000,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Sui Jianguo","MADE IN CHINA (TWO WORKS)",64050,11.0674193073249,10250,"2002","0",NA,"0","0","0","0","0","0",2019,10,"Sunday",0,0,0,0,0,0,0,0,0,0
"Wei Liu","WHO AM I?",208160,12.2460622937463,76860,"2001","0",30000,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Wei Guo","INDOOR: MOSQUITOES AND MOTHS, NO. 17",15210,9.62970838525334,3840,"2000","0",35720.5,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Minjun Yue","KITES",944740,13.7586650363449,256200,"1993","0",44888,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Fanzhi Zeng","SCAPES",760270,13.5414289123294,256200,"2005","0",41457.75,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Zhang Huan","FAMILY TREE (IN 9 PARTS)",224180,12.3202045795751,25620,"2000","0",NA,"0","0","0","0","0","0",2019,10,"Sunday",0,0,0,0,0,0,0,0,0,0
"Xiaogang Zhang","BIG FAMILY NO. 16 (FROM THE BLOODLINE SERIES)",4172860,15.2441122100054,1281000,"1998","0",50000,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Xiaogang Zhang","FATHER AND DAUGHTER NO. 1",714160,13.4788623058532,102480,"2006","0",52100,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Hao Zeng","12 JUNE, 2002",8810,9.08364271893022,2558,"2002","0",46886,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Wei Dong","FIRST DAY",30420,10.3228555658133,12810,"2004","0",13500,"0","0","1","0","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Guangyi Wang","ARTCO (FROM THE GREAT CRITICISM SERIES)",176140,12.0790344123594,25620,"2005","0",25122.25,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Liu Ye","I AM A SOLDIER",1436640,14.1778176117546,256200,"1999","0",2400,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Tomoo Gokita","SOLID STATE SURVIVOR",744900,13.5210052601644,128100,"2009","0",31428,"0","0","1","1","0","0",2019,10,"Sunday",0,0,1,0,0,0,0,0,0,0
"Yoshitomo Nara","LOOKING AT YOU",4787740,15.3815690417628,1024800,"2007","0",6643,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Eddie Martinez","RUMBLE",668040,13.4121033309656,25620,"2012","0",32659.44,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"KAWS","UNTITLED (KIMPSONS #1)",7414040,15.8188860578765,2562000,"2004","0",66978,"0","0","0","0","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Jonas Wood","YELLOW CLIPPING 2",480380,13.082332736348,256200,"2017","0",16811.01,"0","0","1","1","0","0",2019,10,"Sunday",0,1,1,0,0,0,0,0,0,0
"Yayoi Kusama","PUMPKIN",3557980,15.0847035260566,896700,"1991","0",6615.7,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Wei Liu","WATERMELON",929370,13.7422622162224,256200,"2004","0",12000,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Ed Ruscha","POINT BLANK",4019140,15.2065785073606,2562000,"1988","0",33782.44,"0","0","1","1","0","0",2019,10,"Sunday",1,1,1,0,0,0,0,0,0,0
"Yoshitomo Nara","KNIFE BEHIND BACK (ESTIMATE UPON REQUEST)",25068660,17.0371290183669,NA,"2000","0",48672,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Luc Tuymans","ALLO! III",913990,13.7255749094574,256200,"2012","0",22220.19,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Elizabeth Peyton","MAY 1999 (KIRSTY + ROE KISSING WEST 15TH STREET)",913990,13.7255749094574,204960,"1999","0",1503.6,"0","0","1","1","0","0",2019,10,"Sunday",0,1,0,1,0,0,0,0,0,0
"Richard Prince","UNTITLED (DE KOONING)",606550,13.3155424441991,204960,"2007","0",24963,"0","0","1","1","0","0",2019,10,"Sunday",1,1,1,0,0,0,0,0,1,0
"John Currin","THE PENITENT",2251360,14.6270450360221,512400,"2004","0",9266.2,"0","0","1","1","0","0",2019,10,"Sunday",0,1,0,0,0,0,0,0,0,0
"Mark Grotjahn","UNTITLED (LAVENDER BUTTERFLY OVER GREEN)",883250,13.6913635652214,256200,"2004","0",4450.68,"0","0","0","0","0","0",2019,10,"Sunday",0,1,0,0,0,0,0,0,0,0
"Andy Warhol","FLOWERS (THREE WORKS)",744900,13.5210052601644,102480,"1964","0",NA,"0","0","1","1","0","0",2019,10,"Sunday",0,0,1,0,0,0,0,0,1,0
"Seo-Bo Park","ECRITURE NO. 90-85",512400,13.1468608490047,256200,"1985","0",21060,"0","0","1","1","0","0",2019,10,"Sunday",0,1,0,0,0,0,0,0,0,0
"Kazuo Shiraga","GESSHI",1713340,14.3539552398063,256200,"1991","0",20800,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Ufan Lee","FROM WINDS",714160,13.4788623058532,256200,"1982","0",21127.95,"0","0","1","1","0","0",2019,10,"Sunday",0,0,0,0,0,0,0,0,0,0
"Sean Scully","LANDLINE FIRE",1713340,14.3539552398063,256200,"2014","0",41128.95,"0","0","1","1","0","0",2019,10,"Sunday",0,1,0,0,0,0,0,0,0,0
"Yuxing Huang","COLOSSEUM",192150,12.166031595993,89670,"2011","0",69888,"0","0","1","1","0","0",2019,10,"Sunday",1,1,1,0,0,0,0,0,0,0
"Georg Kern Baselitz","ELKE, 1965",1405900,14.156188225068,256200,"96","0",120000,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Takashi Murakami","MPGMP",1098460,13.909419756853,256200,"2011","0",30600,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,1,0,0,0,0,0,0
"Walasse Ting","UNTITLED (WOMAN WITH HAT)",8010,8.9884460400624,2560,NA,"0",2457,"1","0","0","0","0","0",2019,10,"Sunday",0,0,1,0,1,0,0,0,0,0
"Pow Martinez","INSTAGRAM STAR",6410,8.76561454991472,1153,"2017","0",28152,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Walasse Ting","UNTITLED (CAT)",3522,8.16678428905615,1281,NA,"0",690,"1","0","0","0","0","0",2019,10,"Sunday",0,0,1,0,1,0,0,0,0,0
"Rodel Tapaya","THE CARNIVAL",41630,10.636576340189,14100,"8-Jul","0",44652,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Jigger Cruz","UNTITLED",19220,9.86370668252428,2560,"2008","0",11163,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Rafiee Ghani","DANCING WITH THE DRAGONS",19220,9.86370668252428,3840,"2019","0",38247,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Arin Dwihartanto Sunaryo","THE FIRST SERIES",48040,10.7797892761939,25620,"2015","0",24920,"0","0","1","1","0","0",2019,10,"Sunday",0,0,0,0,0,0,0,1,0,1
"Suzlee Ibrahim","MEDITATION SERIES (RED MOUNTAIN)",16010,9.68096880599076,2560,"2014","0",23332.5,"0","0","1","1","0","0",2019,10,"Sunday",1,1,1,0,0,0,0,0,0,0
"Gede Mahendra Yasa","PAINTING #1",10410,9.25052216160901,3840,"2007","0",30000,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Natee Utarit","THE LAST DESCRIPTION OF THE OLD ROMANTIC",20820,9.94366934216896,14100,"2005","0",3500,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Marina Cruz","RED PETALS SWIRLING",35230,10.4696532713353,12810,"2016","0",20898,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Ronald Ventura","HIGH AT SPACE I",88070,11.3858872317995,19210,"2010","0",18742.5,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Raduan Man","INNER LOVE",6410,8.76561454991472,2570,"2017","0",45369,"0","0","1","1","0","0",2019,10,"Sunday",0,1,0,0,0,0,0,0,0,0
"S Dwi Setyo","HORIZON TRIP SERIES I",9610,9.17055950196434,2570,"2019","0",30000,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Brian Uhing","PHONE WITH GIRL IN RED (GIRL IN RED WITH PHONE)",176140,12.0790344123594,12810,NA,"0",11224,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Ismail Alwi","PEACEMAKER",6730,8.81433042263877,2570,"2019","0",27999,"0","0","1","1","0","0",2019,10,"Sunday",1,1,1,0,0,0,0,0,0,0
"Rolando Ventura","IRONMAN 1:8:50",24020,10.086642095634,7690,"2015","0",18605,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Agus Triyanto","MIRROR",20820,9.94366934216896,3840,"2019","0",30000,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Natee Utarit","YELLOW IS ALL NO. 2",35230,10.4696532713353,20500,"2008","0",23800,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Vu Cao Dam","GIRL PICKING FLOWERS",14410,9.57567768899357,3840,NA,"0",820.75,"0","0","1","0","0","0",2019,10,"Sunday",0,1,0,1,0,0,0,0,0,1
"Vu Cao Dam","MATERNITÉ (MATERNITY)",32030,10.3744282426032,14100,"1956","0",3282.5,"0","0","1","1","0","0",2019,10,"Sunday",0,1,0,1,0,0,0,0,0,1
"Le Pho","LA TENDRESSE (TENDERNESS)",30420,10.3228555658133,12810,NA,"0",1748,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Le Pho","TULIPES ROUGES (RED TULIPS)",28820,10.2688248695535,8970,NA,"0",5520,"0","1","1","0","0","0",2019,10,"Sunday",0,1,0,1,0,0,0,0,0,0
"Le Pho","LES TULIPES JAUNES (YELLOW TULIPS)",41630,10.636576340189,11530,NA,"0",10591,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Le Pho","LE PRINTEMPS (SPRING)",72060,11.1852543843021,14100,NA,"0",8100,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Pham Hau","POISSONS (GOLDFISH)",76860,11.2497408641188,12810,NA,"0",4065.25,"0","0","1","0","0","0",2019,10,"Sunday",0,0,0,0,0,1,0,0,0,1
"Le Quoc Loc","LANDSCAPE OF VIETNAM (IN 2 PARTS)",72060,11.1852543843021,20500,NA,"0",14100,"0","0","1","0","0","0",2019,10,"Sunday",0,0,0,0,0,1,0,1,0,0
"Nguyen Tu Nghiem","DOGS",9610,9.17055950196434,3840,"1988","0",1230,"0","0","1","1","0","0",2019,10,"Sunday",0,0,0,0,0,1,0,0,0,1
"Xuan Phai Bui","STILL LIFE",6410,8.76561454991472,2570,"1972","0",1039.5,"0","0","1","1","0","0",2019,10,"Sunday",0,0,1,0,0,0,0,0,0,0
"Le Pho","NATURE MORTE (STILL LIFE)",104080,11.5529151131864,25620,"c. 1960","0",4374,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Joseph Inguimberty","NATURE MORTE (STILL LIFE)",96080,11.4729364567539,14100,NA,"0",6716,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Le Pho","NATURE MORTE (STILL LIFE)",99280,11.5056994198785,20500,"c. 1957","0",1228.5,"0","0","1","0","0","0",2019,10,"Sunday",0,1,0,1,0,0,0,0,0,0
"Joseph Inguimberty","RURAL LANDSCAPE",96080,11.4729364567539,38430,"1938","0",14647,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Nguyen TriMinh","NÉNUPHARS (WATER LILIES)",6410,8.76561454991472,2570,NA,"0",3825.25,"0","0","1","0","0","0",2019,10,"Sunday",0,1,0,0,0,0,1,0,0,0
"Xuan Nhi Luong","FIELDS",38430,10.5565936835589,7690,NA,"0",4290,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Henri Mege","MATIN AUX ENVIRONS DE HUÉ ANNAM (MORNING AT HUÉ ANNAM)",7690,8.94767606249969,2567,"c. 1940","0",2990,"0","0","1","0","1","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Vu Cao Dam","GIRL IN RED DRESS",17610,9.77622220149025,3840,NA,"0",958.5,"0","0","1","0","0","0",2019,10,"Sunday",0,1,0,1,0,0,0,0,0,1
"Nguyen Duc Huyen","RETURN FROM COUNTRY FIELD UNDER THE RAIN",25620,10.1511285754507,6410,"1952","0",3050,"0","0","1","1","0","0",2019,10,"Sunday",0,0,0,0,0,1,0,1,0,1
"Le Pho","LES BAIGNEUSES (THE BATHERS)",136110,11.8212186613261,25620,"c. 1956","0",3094,"0","0","1","0","0","0",2019,10,"Sunday",0,1,0,0,0,0,0,0,0,0
"Le Pho","LA MÉRE ET LES DEUX ENFANTS (MOTHER WITH TWO CHILDREN)",64050,11.0674193073249,16660,NA,"0",9436.5,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Vu Cao Dam","IDYLLE",67250,11.1161722974641,12810,"1971","0",6716,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Le Pho","FLEURS (FLOWERS)",51240,10.8442757560107,11530,NA,"0",7300,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Le Pho","FLEURS (FLOWERS)",56040,10.9338210004509,10250,"1966","0",8140.5,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Andre Maire","FEMMES AU REPOS (WOMEN RESTING)",7690,8.94767606249969,2567,"1977","0",5460,"0","0","1","1","0","0",2019,10,"Sunday",0,1,0,1,0,0,0,0,0,0
"Louis Jules Dumoulin","BAIE D’ ALONG (HALONG BAY)",8010,8.9884460400624,2560,NA,"0",9396,"0","0","1","0","1","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Le Minh","BOAT QUAY ON SAIGON RIVER",9610,9.17055950196434,1277,"c. 1960's","0",4800,"0","0","1","0","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Nguyen TriMinh","LA VIE SUR LA RIVIERE DE SAIGON (LIFE ALONG THE RIVER OF SAIGON)",2401,7.78364059622125,2567,"1966","0",9312.25,"0","0","1","1","0","0",2019,10,"Sunday",1,0,1,0,0,0,0,0,0,0
"Henri Mege","OUTBACK OF FAIR FOO PROVINCE, QUANG-NAM",10410,9.25052216160901,2570,NA,"0",4147.5,"0","1","1","0","0","0",2019,10,"Sunday",0,1,0,0,0,0,0,1,0,1
"Gywe U Lun","DANCING LADY",13610,9.51856009564551,2560,"1999","0",2806,"0","0","1","1","0","0",2019,10,"Sunday",1,1,0,0,0,0,0,0,0,0
"Ngwe Gaing","DANCER",12010,9.39349491507403,7690,NA,"0",2337.5,"0","0","1","0","0","0",2019,10,"Sunday",0,1,0,0,0,0,1,0,0,0
